ACRES,BOROUGH,LOCATION,SIGNNAME,TYPECATEGORY,URL,ZIPCODE
0.051,M,"Broadway To Columbus Ave, W. 66 St.",Richard Tucker Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M051/,10023
15.524,M,"1 Ave., FDR Dr., bet. E. 111 St. and E. 114 St.",Thomas Jefferson Park,Community Park,http://www.nycgovparks.org/parks/M047/,10029
0.316,X,W 175 St bet. Washington Av and Bathgate Av,Stop & Go Playground,Playground,http://www.nycgovparks.org/parks/X281/,10457
20.165,M,"Madison Ave, E. 120 St. to E. 124 St.",Marcus Garvey Park,Community Park,http://www.nycgovparks.org/parks/M058/,10027
1.2,X,Boone Av bet. W Farms Rd and Freeman St,Daniel Boone Playground,Playground,http://www.nycgovparks.org/parks/X147B/,10459
0.07,X,Jennings St bet. Union Av and Prospect Av,P.S. 186 Day Treatment Program,Garden,http://www.nycgovparks.org/parks/X330/,10456
0.918,Q,Steinway St. bet. 23 Ave. and Ditmars Blvd.,Ditmars Playground,Playground,http://www.nycgovparks.org/parks/Q385/,11105
0.327,Q,"Vleigh Pl., Main St. bet. 73 Ter. and 76 Ave.",Freedom Square Playground,Playground,http://www.nycgovparks.org/parks/Q370/,11367
0.23,X,Hoe Ave. bet. Aldus St. and Bruckner Blvd.,Hoe Garden,Garden,http://www.nycgovparks.org/parks/X241/,10459
0.122,M,"Henry St., Market St., E. Broadway",Sophie Irene Loeb,Playground,http://www.nycgovparks.org/parks/M067/,10002
0.113,Q,"Hollis Ave., 104 Ave., 194 St.",Gladys Warren Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q325/,11412
0.138,Q,"Parsons Blvd., 147 St. bet. Elm Ave. and 45 Ave.",Lawrence Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q209/,11355
3.928,M,"Rutherford Pl. To N D Perlman Pl., E 15 St. To E 17 St.",Stuyvesant Square,Neighborhood Park,http://www.nycgovparks.org/parks/M086/,10003
0.072,M,"Broadway, W. 106 St., W. End Ave.",Straus Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M085/,10025
1.67,M,"Hudson St., St. Luke's Pl., Clarkson St., 7 Ave.",James J Walker Park,Neighborhood Park,http://www.nycgovparks.org/parks/M038/,10014
0.76,X,Brook Ave. bet. E. 141 St. and E. 140 St.,Brook Park,Garden,http://www.nycgovparks.org/parks/X246/,10454
1.394,X,E. 141 St. bet. Brook Ave. and St Ann's Ave.,People's Park,Playground,http://www.nycgovparks.org/parks/X103/,10454
1.093,M,"1 Ave., bet. E. 41 St. and E. 42 St.",Robert Moses Playground,Playground,http://www.nycgovparks.org/parks/M158/,10017
0.42,M,"Ave. Of Americas, W. 3 St. and W. 4 St.",West 4th Street Courts,Playground,http://www.nycgovparks.org/parks/M125C/,10012
3.464,R,"Drumgoole Rd. E., Annadale Rd., Genesee Ave.",Wegener Park,Nature Area,http://www.nycgovparks.org/parks/R101/,10312
12.624,Q,Beach Channel Dr. bet. B. 117 St. and B. 124 St.,Beach Channel Park,Waterfront Facility,http://www.nycgovparks.org/parks/Q028/,11694
1.048,M,E. 115 St. bet. 3 Ave. and Lexington Ave.,James Weldon Johnson Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M111/,10029
0.456,M,"W. 138 St., bet. Lenox Ave. and 5 Ave.",William McCray Playground,Playground,http://www.nycgovparks.org/parks/M110/,10037
0.15,M,Ave. Of Americas bet. Prince St. and Spring St.,Father Fagan Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M207/,1001210013
0.16,X,Austin Pl. at E. 149 St.,Martin Luther King Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X063/,10455
0.22,X,"E. 144 St., E. 143 St., Morris Ave.",Ryan Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X043/,10451
0.322,B,Campus Rd. bet. E. 21 St. and Ocean Ave.,Hot Spot Tot Lot,Playground,http://www.nycgovparks.org/parks/B212/,11210
0.004,B,N/B Gowanus Exwy. bet. 81 St. and 82 St.,Park,Strip,http://www.nycgovparks.org/parks/B210Q/,1120911228
0.002,B,Prospect Exwy. bet. 3 Ave. and 4 Ave.,Park,Strip,http://www.nycgovparks.org/parks/B255A/,11215
0.29,Q,35th St. bet. 35 Ave. and 36 Ave.,A.R.R.O.W. Field House,Buildings/Institutions,http://www.nycgovparks.org/parks/Q470/,11106
0.067,B,"Leonard St., Withers St., Meeker Ave.",Badame Sessa Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B223V/,11211
1.987,B,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,Fulton Park,Neighborhood Park,http://www.nycgovparks.org/parks/B038/,11233
0.52,X,"Olmstead Av, Ellis Av, N/B Cross Bronx Exwy Service Rd",Chief Dennis L. Devlin Park,Triangle/Plaza,http://www.nycgovparks.org/parks/X148M/,10462
0.13,X,Randal Ave. bet. Soundview Ave. and Thieriot Ave.,Taylor-Soundview Block Assoc. Garden,Garden,http://www.nycgovparks.org/parks/X325/,10473
0.11,X,Bailey Ave. at Heath Ave.,Heath Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X070/,1046310468
0.11,X,Marmion Av bet. Fairmount Pl and Elsmere Pl,Miracle Garden,Garden,http://www.nycgovparks.org/parks/X329/,10460
0.752,B,"Hope St., Marcy Ave., Metropolitan Ave.",Jaime Campiz Playground,Playground,http://www.nycgovparks.org/parks/B223R/,11211
15.383,M,10 Ave. bet. Academy St. and the Harlem River,Sherman Creek,Neighborhood Park,http://www.nycgovparks.org/parks/M300/,10040
0.918,X,White Plains Rd bet. S/B Cross Bronx Exwy and Westchester Av,Virginia Park,Neighborhood Park,http://www.nycgovparks.org/parks/X148L1/,1046010462
0.014,M,E. 10 St. and Stuyvesant Pl.,Abe Lebewohl Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/M188A/,10003
2.136,X,E. 180 St. bet. Daly Ave. and Vyse Ave.,Vidalia Park,Neighborhood Park,http://www.nycgovparks.org/parks/X266/,10460
0.207,Q,14 St. bet. 31 Ave. and 31 Dr.,Astoria Health Playground,Playground,http://www.nycgovparks.org/parks/Q123/,11106
0.626,Q,"Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.",Veterans Grove,Playground,http://www.nycgovparks.org/parks/Q013/,11373
0.165,M,"3 Av To 4 Av, E 6 St To E 7 St",Cooper Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/M016/,10003
0.088,X,Major Deegan Exwy bet. W 238 St and Van Cor,Park,Strip,http://www.nycgovparks.org/parks/X150K/,10463
3.9,X,"Landing Rd., Major Deegan Exwy., Bailey",Fordham Landing Playground,Playground,http://www.nycgovparks.org/parks/X150E/,10468
0.15,X,N/s Cross Bronx Exwy bet. Morris Av and Grand Concourse,Morris Mesa,Playground,http://www.nycgovparks.org/parks/X148D1/,10457
1.44,X,"E 161 St, Trinity Av, E 163 St, Cauldwel",Dunbar Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X185/,10456
1.816,B,Hamitlon Ave. ber. Van Brunt St. and Woodull St.,Harold Ickes Playground,Playground,http://www.nycgovparks.org/parks/B210H/,11231
4.355,M,"Jackson St, Cherry St, FDR Drive",Corlears Hook Park,Neighborhood Park,http://www.nycgovparks.org/parks/M017/,10002
1.82,X,E. Gunhill Rd. and Eastchester Rd. bet. Arnow Ave. and Adee Ave..,Givan Square,Playground,http://www.nycgovparks.org/parks/X187/,10469
1.13,B,"E. 59 St.,Ditmas Ave., Clarendon Rd., Ralph Ave.",Fidler-Wyckoff House Park,Historic House Park,http://www.nycgovparks.org/parks/B376/,11203
160.415,Q,"Union Tp., Park Drive East to Nassau County Line",Grand Central Parkway,Parkway,http://www.nycgovparks.org/parks/Q084/,110041100511362113641136711423114261
0.896,B,Franklin St. bet. Milton St. and Noble St.,American Playground,Playground,http://www.nycgovparks.org/parks/B001/,11222
3.557,B,"E. 38 St., E. 38 St. bet. Ave. I and Ave. J",Amersfort Park,Neighborhood Park,http://www.nycgovparks.org/parks/B002/,11210
0.041,X,W. Mount Eden Ave. at Macombs Rd.,Park,Triangle/Plaza,http://www.nycgovparks.org/parks/X148B2/,10452
1,X,Plimpton Ave. bet. W. 172 St. and  Edward L Grant Hwy.,Plimpton Playground,Playground,http://www.nycgovparks.org/parks/X148A2/,10452
0.17,X,Dr. MLK Jr. Blvd and Featherbed La.,Featherbed Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X077/,10453
3.955,R,Burnside Ave. to North Ave. at Shaw Pl. and Eldridge Ave.,Northerleigh Park,Neighborhood Park,http://www.nycgovparks.org/parks/R078/,10302
2.836,R,"Willowbrook Pkwy., Forest Ave. to Houston St.",Markham Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/R076/,10302
0.457,Q,Grand Central Pkwy. Sr. Rd. W. bet. 64 Ave. and 64 Rd.,Underbridge Dog Run,Neighborhood Park,http://www.nycgovparks.org/parks/Q451/,11375
2.117,B,"Prospect St., York St. bet. Jay St. and Bridge St.",Bridge Park,Playground,http://www.nycgovparks.org/parks/B223JB/,11201
0.096,M,Warren St. bet. Greenwich St. and West St.,Tribeca Dog Run,Recreational Field/Courts,http://www.nycgovparks.org/parks/M366/,10007
2.15,M,Chambers St. bet. Greenwich St. and West St.,Washington Market Park,Neighborhood Park,http://www.nycgovparks.org/parks/M308/,10013
0.319,Q,137th St. and Leavitt St.,Lewis H Latimer House,Historic House Park,http://www.nycgovparks.org/parks/Q497/,11354
0.91,Q,23 Ave. bet. 212 St. and Bell Blvd.,Bay Terrace Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q399/,11360
1.438,X,Fairmount Pl bet. Clinton Av and Prospect Av,Prospect Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X148H1/,10457
0.267,X,Billingsley Ter bet. Phelan Pl and Sedwick Av,Beanstalk Playground,Playground,http://www.nycgovparks.org/parks/X283/,10453
0.108,M,"St Nicholas Av, W 150 St To St Nicholas Av",Donnellan Square,Triangle/Plaza,http://www.nycgovparks.org/parks/M023/,10031
6.882,X,Grand Concourse to Walton Av bet. E 161 St and E 164 St,Joyce Kilmer Park,Community Park,http://www.nycgovparks.org/parks/X028/,10451
0.977,X,Morris Av bet. Mc Clellan St and E 166 St,Mott Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X115/,10456
0.34,M,"Broadway, Hamilton Pl., W. 138 St.",Montefiore Square,Triangle/Plaza,http://www.nycgovparks.org/parks/M055/,10031
0.03,X,Cross Bronx Exwy Srvc Rd N bet. Bryant Av and Boston Av,Park,Strip,http://www.nycgovparks.org/parks/X148I3/,10460
332.951,R,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",Great Kills Park,Nature Area,http://www.nycgovparks.org/parks/R016/,10306
0.68,X,E. 180 St. bet. Vyse Ave. and Boston Rd.,West Farms Soldiers Cemetery,Cemetery,http://www.nycgovparks.org/parks/X311/,10460
0.851,M,Rivington St. and Attorney St. bet. Clinton St. and Ridge St.,Nathan Straus Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M241/,10002
0.809,Q,Hillside Ave. bet. 207 St. and 208 St.,Bellaire Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q322/,11427
1.013,Q,Yellowstone Blvd. bet. 64 Rd. and 65 Ave.,Annadale Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q319/,11375
0.023,X,Marimon Av bet. N/B Cross Bronx Exw and Fairmount Pl,Park,Strip,http://www.nycgovparks.org/parks/X148H3/,10460
2.288,R,"Foste Rd., Carlton Ave., Drumgoole Rd. W.",Harris Brothers Park,Neighborhood Park,http://www.nycgovparks.org/parks/R053/,10309
0.964,B,Nostrand Ave. between Ave. L and Ave. K,Andries Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B287/,11210
0.18,Q,102 St. bet. Radcliff Ave. and Strong Ave.,Corona Taxpayers Association,Garden,http://www.nycgovparks.org/parks/Q474A/,11368
0.17,X,"Bryant Ave., Westchester Ave., Longfellow Ave.",Bryant Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X064/,10459
0.11,M,E. 4 St. bet. Ave. B and Ave. C,Generation X,Garden,http://www.nycgovparks.org/parks/M329/,10009
1.186,X,E 158 st bet. Eagle Av and Caildwell Av,Grove Hill Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X235/,10455
0.294,Q,"109 Ave. bet. 160 St., Unionhall St., and Guy R. Brewer Blvd.",Discovery Garden,Garden,http://www.nycgovparks.org/parks/Q493/,11433
1.285,M,"FDR Dr., E. 106 St. To E. 107 St.",East River Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M258/,10029
3.014,R,"Grandview Ave., at Continental Pl.",The Big Park,Neighborhood Park,http://www.nycgovparks.org/parks/R068/,10303
1.58,M,E. 109 St. bet. 2 Ave. and 3 Ave.,Poor Richard's Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M230/,10029
0.642,M,"2 Ave., E. 19 St. To E. 20 St.",Augustus St. Gaudens Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M226/,10003
2.537,X,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,Edenwald Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X165/,10466
0.012,X,W 162 St bet. Woodycrest Av and Ogden Av,Woodycrest Community Garden,Garden,http://www.nycgovparks.org/parks/X333/,10452
5.43,Q,"30 Ave. To 31 Ave. and Boody St., BQE",St. Michael's Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q174A/,11377
3.809,Q,Rockaway Boardwalk bet. Crest Rd. and B. 17 St.,Rockaway Beach and Boardwalk,Waterfront Facility,http://www.nycgovparks.org/parks/Q162I/,11691
1.228,M,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",Howard Bennett Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M217/,10037
2.2,Q,30 Rd. bet. 45 St. and 46 St.,Astoria Heights Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q014/,11103
0.206,B,Farragut Rd. between E. 45 St. and E. 46 St.,Chiarantano Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B375/,11203
0.66,M,W/s 7 Ave. at W. 130 St.,Langston Hughes Playground,Playground,http://www.nycgovparks.org/parks/M211B/,10027
0.059,M,"Lexington Ave., E. 129 St. to E. 130 St.",Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M208B/,10035
1.691,M,"Morningside Ave., W. 123 St. and W. 124 St.",Playground One Twenty Five CXXV,Jointly Operated Playground,http://www.nycgovparks.org/parks/M205/,10027
1.441,M,"W. 107 St. to W. 108 St., Columbus Ave. and Amsterdam Ave.",Booker T. Washington Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M200/,10025
1.478,M,"2 Ave., E. 96 St. to E. 97 St.",Marx Brothers Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/M187/,10029
0.112,B,Eldert La. between Liberty Ave. and Glenmore Ave.,Public Place,Triangle/Plaza,http://www.nycgovparks.org/parks/B290/,11208
0.48,B,Vanderbilt St. bet. E. 4 St. and E. 5 St.,"Captain John McKenna, IV Park",Triangle/Plaza,http://www.nycgovparks.org/parks/B255L/,11218
0.208,M,"Carmine St. and Clarkson St., 7 Ave.",Tony Dapolito Recreation Center,Buildings/Institutions,http://www.nycgovparks.org/parks/M103/,10014
0.391,B,Blake Ave. between Herzl St. and Amboy St.,Amboy Neighborhood Center,Garden,http://www.nycgovparks.org/parks/B440/,11212
0.32,B,Hull St. between Mother Gaston Blvd. and Broadway,Hull Street Garden,Garden,http://www.nycgovparks.org/parks/B413/,11233
0.103,B,Summit St. bet. Columbia St. and Hicks St.,Summit Street Community Garden,Garden,http://www.nycgovparks.org/parks/B411/,11231
0.073,B,Sackett St. and Columbia St.,Human Compass Garden,Garden,http://www.nycgovparks.org/parks/B408/,11231
2.741,B,"Flushing Ave., Central Ave., Noll St., Evergreen Ave.",Green Central Knoll,Neighborhood Park,http://www.nycgovparks.org/parks/B395/,11206
0.125,B,Argyle Rd. and Cortelyou Rd.,Lt. Federico Narvaez Tot Lot,Playground,http://www.nycgovparks.org/parks/B391/,11226
1.161,B,Flatbush Ave. at Fleet St.,University Place,Triangle/Plaza,http://www.nycgovparks.org/parks/B378/,11201
0.907,B,"Tompkins Ave., Willoughby Ave., Vernon Ave.",Willoughby Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B348/,11206
0.964,B,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,Carver Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B347/,11233
0.539,B,Glenmore Ave. and Fountain Ave.,Green Gems,Garden,http://www.nycgovparks.org/parks/B471/,11208
1.31,Q,20 Ave. bet. 47 St. and 48 St.,Paul Raimonda Playground,Playground,http://www.nycgovparks.org/parks/Q298/,11105
0.038,M,St. Nicholas Ave. bet. W. 126 St. and W. 127 St.,St. Nicholas Miracle Garden,Garden,,10027
0.972,X,E. 136 St. bet. Brown Pl. and Willis Ave.,Ranaqua Playground,Neighborhood Park,http://www.nycgovparks.org/parks/X272/,10454
1.721,B,Ave. K between E. 100 St. and E. 101 St.,Wilson Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B279/,11236
1.687,B,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,Star Spangled Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B266/,11205
1.23,B,Lee Ave. between Wilson St. and Taylor St.,Roebling Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B264/,11211
1.97,B,Throop Ave. between Myrtle Ave. and Park Ave.,Sumner Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B263/,11206
1.315,B,Tompkins Ave. between Halsey St. and Macon St.,Potomac Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B262/,11216
1,B,Mother Gaston Blvd. and Glenmore Ave.,Howard Playground,Community Park,http://www.nycgovparks.org/parks/B260/,11212
3.485,B,Mcdonald Ave. between Ave. S and Ave. T,McDonald Playground,Neighborhood Park,http://www.nycgovparks.org/parks/B244/,11223
2.087,B,Ave. Z between Nostrand Ave. and E. 29 St.,Sheepshead Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B239/,11235
9.488,X,"E 161 St, River Ave, E 157 St, Ruppert Pl",Yankee Stadium Garages/Lots,Lot,http://www.nycgovparks.org/parks/X237/,1045110452
3.38,B,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",St. Andrew's Playground,Neighborhood Park,http://www.nycgovparks.org/parks/B225/,11216
1.285,Q,Amstel Blvd. bet. Beach 75 St. and Beach 74 St.,Rockaway Garage,Managed Sites,http://www.nycgovparks.org/parks/Q455/,11692
2.4,Q,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",Dutch Kills Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q218/,11106
56.831,Q,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",Roy Wilkins Recreation Center,Community Park,http://www.nycgovparks.org/parks/Q448/,11434
0.323,Q,"51 Ave., 51 Rd., 72 Pl.",Long Island Mews,Neighborhood Park,http://www.nycgovparks.org/parks/Q434/,11373
3.312,M,"FDR Dr., E 76 St. To E 78 St.",John Jay Park,Community Park,http://www.nycgovparks.org/parks/M045/,10021
9.763,R,Joline Ave. bet. Hylan Blvd. to Surf Ave.,Hybrid Oak Woods Park,Nature Area,http://www.nycgovparks.org/parks/R136/,10307
0.247,Q,"Trotting Course La., Alderton St.",Remsen Family Cemetery,Cemetery,http://www.nycgovparks.org/parks/Q480/,11374
0.102,X,S/B Bruckner Exwy. West of Morrison Ave.,Park,Strip,http://www.nycgovparks.org/parks/X195B/,10473
0.983,B,Egan St. bet. Ashford St. and Clevland St.,Park,Undeveloped,,11207
1.151,Q,Liberty Ave. bet. 101 St. and 102 St.,Police Officer Nicholas Demutiis Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q118/,11417
23.543,Q,"149 Av, Springfield Bl, 145 Rd, 184 St",Springfield Park,Community Park,http://www.nycgovparks.org/parks/Q107/,11413
0.52,B,Hicks St. bet. Woodhull St. and Rapelye St.,Dimattina Playground,Playground,http://www.nycgovparks.org/parks/B223B/,11231
0.703,Q,"56 Ave., 92 St.",Newtown Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q041/,11373
2.112,B,"Albany Ave., E. New York Ave., Lefferts Ave.",Hamilton Metz Field,Neighborhood Park,http://www.nycgovparks.org/parks/B193/,11203
1.37,B,Colonial Rd. from 83 St. to 85 St.,Russell Pedersen Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B192/,11209
0.532,B,S. 4 St. bet. S. 5 Pl. and Roebling St.,Continental Army Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/B168/,11211
1,B,Montgomery St. between Franklin Ave. and McKeever Pl.,Jackie Robinson Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B357/,11225
0.012,Q,Clearview Exwy at Whitehall Terr.,Clearview's Tail,Strip,http://www.nycgovparks.org/parks/Q387D/,11427
0.429,R,Barker St. bet. Castleton Ave. and Taylor Ct.,Joe Holzka Community Garden,Garden,http://www.nycgovparks.org/parks/R146/,10310
1.187,B,"Stillwell Ave., Benson Ave., Bay 43 St.",Lafayette Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/B106B/,11214
1.056,B,S/s Shore Pkwy between 25 Ave. and Bay 41 St.,Nellie Bly Park,Managed Sites,http://www.nycgovparks.org/parks/B280/,11214
3.259,R,Hylan Blvd. bet. Joline Ave. and Sprague Ave.,Tottenville Pool,Buildings/Institutions,http://www.nycgovparks.org/parks/R110/,10307
